エリア	施設	タイムスタンプ	個人情報保護の方針について	全行程での宿泊数をお答えください（石川県以外での宿泊も含みます）	石川県内での宿泊数をお答えください	石川県内での宿泊エリアをお答えください	石川県外での宿泊エリアをお答えください	今回はどなたと石川県を訪れていますか？	今回の石川県の訪問目的は何ですか？（複数選択可）	石川県外から訪れた方にお聞きします。今回は主にどのような交通手段で石川県に来られましたか。※2つまでお答えください	次に、 当施設  を訪れる際に利用した主な交通手段をお答えください。※2つまでお答えください	前の設問で「自家用車」「徒歩」以外を選択された方にお聞きします。当該の交通手段をお使いいただいた満足度をお聞かせください。	上記満足度の理由について、具体的に教えてください	今回の旅行またはお出かけにおける、石川県内での具体的な宿泊費をお答えください。（予定でも可/１人あたり）	今回の旅行またはお出かけにおける石川県内での具体的な交通費をお答えください。（予定でも可/１人あたり） ※石川県外からの交通費、石川県内での交通費を含む。	今回の旅行またはお出かけにおける、石川県内での具体的な現地消費額をお答えください。（予定でも可/１人あたり） ※飲食、買い物、体験・観光などの消費額合計 ※宿泊費、交通費を除く	これまでに   当施設   には何度訪れたことがありますか。	今回   当施設   を訪れる際に参考にした情報源は何ですか？（複数選択可）	当施設   の前に訪れた主な場所（施設やスポット名称、エリアなど）を、次の名称リストからひとつ選んでください。  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設   が最初に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(前)	当施設   の後に訪れる予定の場所（施設やスポット名称、エリア）を、次の名称リストからひとつ選んでください  ※名称リストにない場所の場合は、「選択なし/該当施設なし」を選び、次の設問でお答えください。 ※当施設    が最後に訪れた場所である場合は、「選択なし/該当施設なし」をお選びください。	上記名称リストにない場合について、具体的にお答えください。(後)	当施設    における、消費総額をお答えください。（予定でも可/１人あたり）	当施設 における、商品・サービスの満足度をお答えください	上記満足度の理由につい具体的に教えてください。(サービス)	当施設   における、施設全体の満足度をお答えください。	上記満足度の理由につい具体的に教えてください。(施設全体)	当施設   において、不便を感じたり困ったことはありましたか。	上記不便を感じたり、困ったことについて具体的に教えてください	あなたは石川県への旅行または 当施設 へのお出かけを、どのくらい家族や友人に薦めたいと思いますか。 0（全く薦めたくない）～10（ぜひ薦めたい）でお答えください。	あなたが求めている   当施設   の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください	今後、再び石川県を訪れたいと思いますか	あなたが求めている石川県の飲食、土産、アクティビティについて、ご自由にご意見をお聞かせください。  (※必須項目です。無ければ「特になし」とご記入ください)	性別をお答えください	生まれた年をお答えください	お住いの都道府県をお答えください	お住いの市区町村をお答えください 例：新宿区	世帯年収をお答えください	アンケートに回答しようと思った動機をお答えください	旅全体の総合満足度を教えてください。	石川県への旅行を、どのくらい家族や友人に勧めたいと薦めたいと思いますか。 ０（まったく薦めたくない）～１０（ぜひ薦めたい）でお答え下さい。	今回の旅行またはお出かけにおいて、特に人に薦めたいと感じたものとその理由について具体的に教えてください。
加賀エリア	ゆのくに天祥	2026/01/11	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	岐阜県	小学生以下連れの家族	宿でのんびり過ごす, 地元の美味しいものを食べる	自家用車	自家用車, 在来線			100,000円以上	50,000円以上 100,000円未満	10,000円以上 20,000円未満	2～5回目	インターネット・アプリ, Instagram	選択なし/該当施設なし	京都で用事があり、京都から出発	ゆのくにの森		30,000円以上 40,000円未満	とても満足	地元のものも買え、朝イチがあるから	満足	接客が丁寧である。	感じなかった		8	着いてからのサービスが良い。子どもと温泉卵を作るのは楽しかった。UFOキャッチャーがもう少し捕れたら子供も楽しいのになと思う	機会があれば行きたい	九谷焼を若者向けにアレンジしてみてはと思う。身近な使う用品。	女	1984	愛知県	中村区	300万円以上 400万円未満	景品が当たる	とても満足	8	カニがたくさんあり、よかった！
加賀エリア	大江戸温泉物語Premium 山中グランドホテル	2026/01/11	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	小学生以下連れの家族	宿でのんびり過ごす	自家用車	自家用車			20,000円以上 30,000円未満	1,000円未満	1,000円以上 3,000円未満	2～5回目	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし		20,000円以上 30,000円未満	満足	キッズスペースがありがたかった！ご飯も美味しかったです⭐︎さつまいもてんぷらとフレンチトースト、のっけどんが美味しかったです！前にあった蒸し野菜も美味しかったです！	満足		感じなかった		8		石川県在住	ご飯が美味しいのは良いと思う！あいうえおの杜など新しい施設も気になります！	女	1990	石川県	金沢市	700万円以上 800万円未満	景品が当たる	満足	8	ご飯が美味しい
加賀エリア	かがにこにこパーク	2026/01/11	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	小学生以下連れの家族	地元の美味しいものを食べる	自家用車	自家用車			使わない	3,000円以上 5,000円未満	1,000円以上 3,000円未満	2～5回目	友人・知人	選択なし/該当施設なし		選択なし／該当施設なし		1,000円未満	満足		満足		感じた	軽食があると嬉しい	8		また行きたい（1年以内）	海産物	女	1963	福井県	大野市	500万円以上 600万円未満	景品が当たる	満足	9	
加賀エリア	ポイントバケーション加賀山中	2026/01/11	同意する	2泊	2泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	夫婦2人	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる	自家用車	自家用車	満足	温泉最高	10,000円以上 20,000円未満	10,000円以上 20,000円未満	10,000円以上 20,000円未満	初めて	新聞・雑誌・ガイドブック	選択なし/該当施設なし	今から行きます	選択なし／該当施設なし	考え中	10,000円以上 20,000円未満	満足	フロントの人柄	満足	温泉と人柄	感じなかった	無し	8	カニ食べたい	また行きたい（1年以内）	特に無し	男	1958	兵庫県	尼崎市	400万円以上 500万円未満	なんとなく	満足	8	温泉
加賀エリア	日本自動車博物館	2026/01/11	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	恋人	地元の美味しいものを食べる, 名所、旧跡の観光	自家用車	自家用車			40,000円以上 50,000円未満	10,000円以上 20,000円未満	3,000円以上 5,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし	こまつ社	1,000円以上 3,000円未満	とても満足	普段見られない車を見られて満足です！	とても満足	綺麗に管理されていました。	感じなかった		10		また行きたい（1年以内）	食べ歩きが気軽にできる場所を知りたい！	女	1992	長野県	松本市	600万円以上 700万円未満	景品が当たる	とても満足	9	お出かけスポットや美味しい海の幸が充実しているから。
加賀エリア	道の駅「こまつ木場潟」	2026/01/11	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	中学生以上連れの家族	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる	自家用車	自家用車			20,000円以上 30,000円未満	5,000円以上 10,000円未満	1,000円以上 3,000円未満	初めて	Google MAP	選択なし/該当施設なし		選択なし／該当施設なし		5,000円以上 10,000円未満	とても満足	品揃え豊富	とても満足		感じなかった		10		また行きたい（1年以内）	体験型アクティビティ	女	1974	富山県	高岡市	1,500万円以上	景品が当たる, 石川県のおすすめ観光スポットが見たい	満足	8	
加賀エリア	ふれあい昆虫館	2026/01/11	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	小学生以下連れの家族	テーマパーク（遊園地、動物園、博物館など）	県外から訪れていない（石川県内在住）	自家用車			3,000円以上 5,000円未満	3,000円以上 5,000円未満	1,000円未満	11回目以上	インターネット・アプリ	選択なし/該当施設なし	白山比咩神社	選択なし／該当施設なし	飲食店	使わない	とても満足	子供が楽しんで見てまわれるから	とても満足		感じなかった		10		また行きたい（1年以内）	特になし	女	1984	石川県	金沢市	300万円以上 400万円未満	景品が当たる, ひゃくまんさんが好き	とても満足	10	
加賀エリア	ポイントバケーション加賀山中	2026/01/11	同意する	2泊	2泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	夫婦2人	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる	自家用車	自家用車			30,000円以上 40,000円未満	30,000円以上 40,000円未満	使わない	6～10回目	ブログ	選択なし/該当施設なし		選択なし／該当施設なし		20,000円以上 30,000円未満	とても満足	清潔　犬と泊まれる	とても満足	清潔	感じなかった		10		また行きたい（1年以内）	金沢の屋台もマニアック	女	1959	大阪府	高槻市	700万円以上 800万円未満	景品が当たる	とても満足	10	
加賀エリア	那谷寺	2026/01/11	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	夫婦2人	温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光	自家用車	自家用車			20,000円以上 30,000円未満	30,000円以上 40,000円未満	5,000円以上 10,000円未満	2～5回目	インターネット・アプリ	那谷寺		選択なし／該当施設なし	旅館	10,000円以上 20,000円未満	満足	雰囲気がある。趣とでも云うか。	満足	気持ちが満足しているから	感じなかった		9	ゴマ豆腐最高	機会があれば行きたい	その地の名産を求めている	男	1968	富山県	下新川郡朝日町	900万円以上 1,000万円未満	景品が当たる	満足	9	那谷寺。文化最高
加賀エリア	トレインパーク白山	2026/01/11	同意する	日帰り	4泊以上	能登エリア （和倉温泉、七尾市、輪島市、珠洲市など）	岐阜県	恋人	温泉や露天風呂, 地元の美味しいものを食べる, 名所、旧跡の観光, テーマパーク（遊園地、動物園、博物館など）, 買い物、アウトレット, ドライブ・ツーリング	自家用車	自家用車			使わない	5,000円以上 10,000円未満	3,000円以上 5,000円未満	6～10回目	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし		1,000円以上 3,000円未満	満足		満足		感じた	強風なので仕方がないが、展望フロアが閉鎖してあった	7		また行きたい（1年以内）	白エビをもう少しリーズナブルに食べられる施設があるといいなと思いました	男	1990	愛知県	名古屋市	1,500万円以上	なんとなく	とても満足	10	とにかく食事が美味しい
加賀エリア	山代温泉　総湯	2026/01/11	同意する	2泊	2泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	夫婦2人	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる, 各種体験（手作り、果物狩りなど）	新幹線	路線バス	満足		40,000円以上 50,000円未満	5,000円以上 10,000円未満	20,000円以上 30,000円未満	初めて	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし		1,000円未満	満足		満足		感じなかった		8		機会があれば行きたい	美味しいご飯と温泉	女	1995	東京都	清瀬市	800万円以上 900万円未満	景品が当たる	とても満足	9	山代温泉古総湯
加賀エリア	ゆのくに天祥	2026/01/11	同意する	1泊	1泊	加賀エリア （山代温泉、山中温泉、片山津温泉、粟津温泉、辰口温泉、加賀市、小松市など）	石川県外には泊まらない	親	宿でのんびり過ごす, 温泉や露天風呂, 地元の美味しいものを食べる	自家用車	自家用車			50,000円以上 100,000円未満	10,000円以上 20,000円未満	5,000円以上 10,000円未満	初めて	観光パンフレット・ポスター, 観光協会等の案内所	ゆのくにの森		選択なし／該当施設なし	天候が悪かった為、自宅に帰宅しました	5,000円以上 10,000円未満	とても満足	無料でいただける食べ物だったり、旬の蟹を食べれたので満足でした。	とても満足	施設のサービスだったり、接客が丁寧で良かったです。	感じなかった		10	飲み物や食べ物が充実していて満足でした	また行きたい（1年以内）	特になし	男	1992	富山県	砺波市	300万円以上 400万円未満	景品が当たる	とても満足	10	温泉が良く、食べ物も美味しくて充実しているのでおすすめできるポイントです。
加賀エリア	白山比咩神社	2026/01/11	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	夫婦2人	初詣	自家用車	自家用車	満足	よかった	使わない	5,000円以上 10,000円未満	使わない	11回目以上	インターネット・アプリ	選択なし/該当施設なし		選択なし／該当施設なし		1,000円以上 3,000円未満	満足		満足	綺麗だ	感じなかった		10	土産物屋、もう少し多い方、いい	また行きたい（1年以内）	特になし	女	1966	石川県	金沢市	500万円以上 600万円未満	景品が当たる	満足	8	
加賀エリア	小松空港	2026/01/11	同意する	1泊	1泊	金沢エリア  （湯涌温泉、深谷温泉、犀川温泉など）	石川県外には泊まらない	自分ひとり	名所、旧跡の観光	飛行機	レンタカー, 路線バス	どちらでもない	IRいしかわ鉄道が朝からウヤ	5,000円以上 10,000円未満	30,000円以上 40,000円未満	20,000円以上 30,000円未満	11回目以上	友人・知人	選択なし/該当施設なし	白山トレインパーク	選択なし／該当施設なし	該当なし　帰宅	5,000円以上 10,000円未満	満足	いろいろ揃っている　あとは、生物があると嬉しい　	とても不満	くだりのエスカレーターがない	感じた	下のエスカレーターがない	7		また行きたい（1年以内）	刺身などを食べれる場所を駅や空港に増やしてほしいいろいろ満席で入れない	男	1975	東京都	足立区	1,000万円以上 1,200万円未満	ひゃくまんさんが好き	満足	9	
加賀エリア	加賀フルーツランド	2026/01/11	同意する	日帰り	石川県内には宿泊しない	石川県内には宿泊しない	石川県外には泊まらない	親	ドライブ・ツーリング	旅行会社ツアーバス	自家用車	どちらでもない		使わない	3,000円以上 5,000円未満	10,000円以上 20,000円未満	初めて	観光パンフレット・ポスター	選択なし/該当施設なし	加賀フルーツパーク	月うさぎの里		1,000円以上 3,000円未満	満足	うさぎに触れたから	満足		感じなかった		7		機会があれば行きたい	特になし	女	1963	愛知県	豊明市	100万円未満	景品が当たる	満足	7	温泉にいきたい
