TIF,移動元,移動先,回答数
福井,氣比神宮,若狭フィッシャーマンズワーフ エリア,5
福井,氣比神宮,若狭海遊バザール 千鳥苑 エリア,9
福井,氣比神宮,若狭高浜 エリア,3
福井,氣比神宮,越前そばの里 エリア,72
福井,氣比神宮,越前和紙の里 エリア,4
福井,氣比神宮,越前大仏 エリア,3
福井,氣比神宮,越前大野城・城下町 エリア,9
福井,氣比神宮,越前松島水族館 エリア,7
福井,氣比神宮,越前海岸 くりや旅館街 エリア,4
福井,氣比神宮,越前海岸 北部 エリア,5
福井,氣比神宮,越前海岸 越前岬 エリア,13
福井,氣比神宮,越前海岸 高佐米ノ旅館街 エリア,4
福井,氣比神宮,越前陶芸村 エリア,3
福井,氣比神宮,道の駅「シーサイド高浜」 エリア,3
福井,氣比神宮,道の駅「パークイン丹生ヶ丘」 エリア,8
福井,氣比神宮,道の駅「三方五湖」  エリア,47
福井,氣比神宮,道の駅「南えちぜん山海里」 エリア,26
福井,氣比神宮,道の駅「恐竜渓谷かつやま」 エリア,9
福井,氣比神宮,道の駅「若狭おばま」 エリア,27
福井,氣比神宮,道の駅「西山公園」 エリア,7
福井,氣比神宮,道の駅「越前」 エリア,39
福井,氣比神宮,道の駅「越前おおの荒島の郷」 エリア,6
福井,氣比神宮,金ヶ崎 エリア,233
福井,水島,JR敦賀駅前 エリア,5
福井,水島,JR美浜駅 エリア,4
福井,水島,レインボーライン エリア,3
福井,水島,日本海さかな街 エリア,3
福井,水島,水島 エリア,3
福井,水島 エリア,敦賀赤レンガ倉庫,3
福井,水島 エリア,氣比神宮,4
福井,水島 エリア,水島,3
福井,水族館,あわら湯のまち エリア,3
福井,水晶浜 エリア,レインボーライン,5
福井,水晶浜 エリア,大本山永平寺,3
福井,水晶浜 エリア,敦賀赤レンガ倉庫,3
福井,水晶浜 エリア,日本海さかな街,5
福井,水晶浜 エリア,氣比神宮,4
福井,水晶浜 エリア,水晶浜海水浴場,4
福井,水晶浜 エリア,福井県立恐竜博物館,7
福井,水晶浜海水浴場,JR美浜駅 エリア,6
福井,水晶浜海水浴場,あわら湯のまち エリア,3
福井,水晶浜海水浴場,かつやま恐竜の森 エリア,4
福井,水晶浜海水浴場,レインボーライン エリア,8
福井,水晶浜海水浴場,大本山 永平寺 エリア,4
福井,水晶浜海水浴場,日本海さかな街 エリア,3
福井,水晶浜海水浴場,水晶浜 エリア,8
福井,水晶浜海水浴場,美浜町レイクセンター エリア,5
福井,水晶浜海水浴場,若狭フィッシャーマンズワーフ エリア,3
福井,水晶浜海水浴場,若狭海遊バザール 千鳥苑 エリア,9
福井,水晶浜海水浴場,越前そばの里 エリア,3
福井,水晶浜海水浴場,道の駅「三方五湖」  エリア,3
福井,水晶浜海水浴場,道の駅「越前」 エリア,3
福井,水晶浜海水浴場,金ヶ崎 エリア,5
福井,水芭蕉,かつやま恐竜の森 エリア,3
福井,永平寺,あわら湯のまち エリア,16
福井,永平寺,かつやま恐竜の森 エリア,15
福井,永平寺,スーベニアショップ ラプトル エリア,3
福井,永平寺,レインボーライン エリア,3
福井,永平寺,一乗谷朝倉氏遺跡 エリア,10
福井,永平寺,三国湊 エリア,3
福井,永平寺,丸岡城 エリア,9
福井,永平寺,東尋坊 エリア,3
福井,永平寺,福井駅前 エリア,9
福井,永平寺,越前大野城・城下町 エリア,4
福井,永平寺,越前陶芸村 エリア,3
福井,河野北前船主通りエリア,岡太神社・大瀧神社,3
福井,河野北前船主通りエリア,日本海さかな街,3
福井,河野北前船主通りエリア,道の駅「越前」,3
福井,泰澄の杜,道の駅「パークイン丹生ヶ丘」 エリア,4
福井,湖上館パムコ（水月湖）エリア,レインボーライン,31
福井,湖上館パムコ（水月湖）エリア,一乗谷朝倉氏遺跡,6
福井,湖上館パムコ（水月湖）エリア,三方五湖,16
福井,湖上館パムコ（水月湖）エリア,丸岡城,6
福井,湖上館パムコ（水月湖）エリア,五湖の駅,4
福井,湖上館パムコ（水月湖）エリア,大本山永平寺,6
福井,湖上館パムコ（水月湖）エリア,敦賀赤レンガ倉庫,11
福井,湖上館パムコ（水月湖）エリア,敦賀鉄道資料館（旧敦賀港駅舎 ）,4
福井,湖上館パムコ（水月湖）エリア,日本海さかな街,6
福井,湖上館パムコ（水月湖）エリア,東尋坊,6
福井,湖上館パムコ（水月湖）エリア,氣比神宮,11
福井,湖上館パムコ（水月湖）エリア,熊川宿,7
福井,湖上館パムコ（水月湖）エリア,福井県年縞博物館,7
福井,湖上館パムコ（水月湖）エリア,福井県海浜自然センター,3
福井,湖上館パムコ（水月湖）エリア,福井県立恐竜博物館,6
福井,湖上館パムコ（水月湖）エリア,芝政ワールド,3
福井,湖上館パムコ（水月湖）エリア,若狭三方縄文博物館,6
福井,湖上館パムコ（水月湖）エリア,若狭町観光船レイククルーズ,5
福井,湖上館パムコ（水月湖）エリア,越前大野城,4
福井,湖上館パムコ（水月湖）エリア,道の駅「シーサイド高浜」,4
福井,湖上館パムコ（水月湖）エリア,道の駅「三方五湖」,15
福井,湖上館パムコ（水月湖）エリア,道の駅「若狭おばま」,6
福井,濱の湯,御食国若狭おばま食文化館 エリア,3
福井,瀧谷寺,あわら湯のまち エリア,4
福井,瀧谷寺,三国湊 エリア,8
福井,瀧谷寺,大本山 永平寺 エリア,3
福井,瀧谷寺,東尋坊 エリア,3
福井,熊川宿,JR敦賀駅前 エリア,3
福井,熊川宿,JR美浜駅 エリア,24
福井,熊川宿,あわら湯のまち エリア,3
福井,熊川宿,うみんぴあ大飯 エリア,21
福井,熊川宿,レインボーライン エリア,29
福井,熊川宿,名田庄 エリア,10
福井,熊川宿,小浜 エリア（宿泊施設）,23
福井,熊川宿,小浜市 阿納 エリア,25
福井,熊川宿,小浜市まちの駅 エリア,10
福井,熊川宿,御食国若狭おばま食文化館 エリア,13
福井,熊川宿,日本海さかな街 エリア,5
福井,熊川宿,明通寺 エリア,80
福井,熊川宿,湖上館パムコ（水月湖）エリア,17
福井,熊川宿,熊川宿 エリア,32
福井,熊川宿,美浜町レイクセンター エリア,5
福井,熊川宿,若州一滴文庫 エリア,4
福井,熊川宿,若狭フィッシャーマンズワーフ エリア,21
福井,熊川宿,若狭高浜 エリア,5
福井,熊川宿,越前そばの里 エリア,8
福井,熊川宿,道の駅「シーサイド高浜」 エリア,11
福井,熊川宿,道の駅「三方五湖」  エリア,46
福井,熊川宿,道の駅「南えちぜん山海里」 エリア,4
福井,熊川宿,道の駅「若狭おばま」 エリア,53
福井,熊川宿,金ヶ崎 エリア,7
福井,熊川宿 エリア,びわ湖（滋賀県）,5
福井,熊川宿 エリア,メタセコイア並木（滋賀県）,6
福井,熊川宿 エリア,レインボーライン,11
福井,熊川宿 エリア,一乗谷朝倉氏遺跡,6
福井,熊川宿 エリア,三方五湖,16
福井,熊川宿 エリア,丸岡城,3
福井,熊川宿 エリア,五湖の駅,3
福井,熊川宿 エリア,今庄宿,3
福井,熊川宿 エリア,国分寺 (小浜市),3
福井,熊川宿 エリア,大本山永平寺,3
福井,熊川宿 エリア,小浜市まちの駅・旭座,3
福井,熊川宿 エリア,小浜市水産食品センター（若狭小浜お魚センター）,6
福井,熊川宿 エリア,小浜町並み保存資料館,3
福井,熊川宿 エリア,御食国若狭おばま食文化館,14
福井,熊川宿 エリア,敦賀赤レンガ倉庫,8
福井,熊川宿 エリア,日本海さかな街,8
福井,熊川宿 エリア,明通寺,5
福井,熊川宿 エリア,氣比神宮,9
福井,熊川宿 エリア,熊川宿,4
福井,熊川宿 エリア,福井県年縞博物館,4
福井,熊川宿 エリア,福井県立恐竜博物館,5
福井,熊川宿 エリア,若狭フィッシャーマンズワーフ,9
福井,熊川宿 エリア,若狭三方縄文博物館,3
福井,熊川宿 エリア,若狭歴史博物館,4
福井,熊川宿 エリア,若狭瓜割名水公園 瓜割の滝,24
福井,熊川宿 エリア,越前大仏,4
福井,熊川宿 エリア,越前大野城,5
福井,熊川宿 エリア,道の駅「うみんぴあ大飯」,10
福井,熊川宿 エリア,道の駅「シーサイド高浜」,3
福井,熊川宿 エリア,道の駅「三方五湖」,10
福井,熊川宿 エリア,道の駅「名田庄」,3
福井,熊川宿 エリア,道の駅「若狭おばま」,17
福井,熊川宿 エリア,道の駅「若狭熊川宿」,10
福井,片山津温泉（石川県）,大本山 永平寺 エリア,5
福井,白山ワイナリー,六呂師高原 エリア,3
福井,白山平泉寺歴史探遊館 まほろば,あわら湯のまち エリア,5
福井,白山平泉寺歴史探遊館 まほろば,かずら橋 エリア,3
福井,白山平泉寺歴史探遊館 まほろば,かつやま恐竜の森 エリア,12
福井,白山平泉寺歴史探遊館 まほろば,はたや記念館 ゆめおーれ勝山 エリア,8
福井,白山平泉寺歴史探遊館 まほろば,一乗谷朝倉氏遺跡 エリア,3
福井,白山平泉寺歴史探遊館 まほろば,丸岡城 エリア,6
福井,白山平泉寺歴史探遊館 まほろば,大本山 永平寺 エリア,18
福井,白山平泉寺歴史探遊館 まほろば,平泉寺白山神社 エリア,26
福井,白山平泉寺歴史探遊館 まほろば,福井駅前 エリア,4
福井,白山平泉寺歴史探遊館 まほろば,福井駅前 エリア（宿泊施設）,4
福井,白山平泉寺歴史探遊館 まほろば,越前そばの里 エリア,6
福井,白山平泉寺歴史探遊館 まほろば,越前大仏 エリア,5
福井,白山平泉寺歴史探遊館 まほろば,越前大野城・城下町 エリア,16
福井,白山平泉寺歴史探遊館 まほろば,道の駅「恐竜渓谷かつやま」 エリア,14
福井,白山平泉寺歴史探遊館 まほろば,道の駅「越前おおの荒島の郷」 エリア,10
福井,白山神社,大本山 永平寺 エリア,3
福井,白川郷（岐阜県）,あわら湯のまち エリア,6
福井,白川郷（岐阜県）,大本山 永平寺 エリア,3
福井,神宮寺,北陸新幹線 越前たけふ駅 エリア,3
福井,神宮寺,小浜市 阿納 エリア,8
福井,神宮寺,明通寺 エリア,45
福井,神宮寺,若狭フィッシャーマンズワーフ エリア,3
福井,神宮寺,道の駅「若狭おばま」 エリア,4
福井,神楽通り エリア,一乗谷朝倉氏遺跡,4
福井,神楽通り エリア,三方五湖,3
福井,神楽通り エリア,敦賀市立博物館,7
福井,神楽通り エリア,敦賀赤レンガ倉庫,17
福井,神楽通り エリア,敦賀駅,8
福井,神楽通り エリア,日本海さかな街,6
福井,神楽通り エリア,氣比神宮,23
福井,神楽通り エリア,福井駅,4
福井,神楽通り エリア,越前大仏,3
福井,神楽通り エリア,金ヶ崎,5
福井,福井サンドーム,大本山 永平寺 エリア,3
福井,福井和泉スキー場,JR九頭竜湖駅 エリア,4
福井,福井和泉スキー場,道の駅「恐竜渓谷かつやま」 エリア,4
福井,福井城,一乗谷朝倉氏遺跡 エリア,4
福井,福井城,大本山 永平寺 エリア,3
福井,福井城,福井駅前 エリア（宿泊施設）,3
福井,福井城,越前大野城・城下町 エリア,4
福井,福井城址,丸岡城 エリア,3
福井,福井城址,福井駅前 エリア,3
福井,福井市内,大本山 永平寺 エリア,3
福井,福井市立郷土歴史博物館,名勝 養浩館庭園 エリア,3
福井,福井県こども家族館,うみんぴあ大飯 エリア,48
福井,福井県こども家族館,かつやま恐竜の森 エリア,4
福井,福井県こども家族館,大本山 永平寺 エリア,5
福井,福井県こども家族館,小浜市 阿納 エリア,5
福井,福井県こども家族館,若狭和田 エリア,4
福井,福井県こども家族館,若狭高浜 エリア,6
福井,福井県こども家族館,越前松島水族館 エリア,4
福井,福井県こども家族館,道の駅「シーサイド高浜」 エリア,4
福井,福井県こども家族館,道の駅「南えちぜん山海里」 エリア,3
福井,福井県こども家族館,道の駅「若狭おばま」 エリア,8
福井,福井県営体育館,北陸新幹線 越前たけふ駅 エリア,3
福井,福井県年縞博物館,JR敦賀駅前 エリア,4
福井,福井県年縞博物館,JR美浜駅 エリア,8
福井,福井県年縞博物館,あわら湯のまち エリア,5
福井,福井県年縞博物館,レインボーライン エリア,14
福井,福井県年縞博物館,小浜 エリア（宿泊施設）,6
福井,福井県年縞博物館,小浜市 阿納 エリア,7
福井,福井県年縞博物館,日本海さかな街 エリア,4
福井,福井県年縞博物館,明通寺 エリア,4
福井,福井県年縞博物館,湖上館パムコ（水月湖）エリア,11
福井,福井県年縞博物館,熊川宿 エリア,8
福井,福井県年縞博物館,美浜町レイクセンター エリア,9
福井,福井県年縞博物館,若狭フィッシャーマンズワーフ エリア,3
福井,福井県年縞博物館,道の駅「三方五湖」  エリア,65
福井,福井県年縞博物館,道の駅「若狭おばま」 エリア,5
福井,福井県庁,福井駅前 エリア,3
福井,福井県海浜自然センター,JR美浜駅 エリア,15
福井,福井県海浜自然センター,うみんぴあ大飯 エリア,3
福井,福井県海浜自然センター,レインボーライン エリア,5
福井,福井県海浜自然センター,小浜市 阿納 エリア,3
福井,福井県海浜自然センター,明通寺 エリア,3
福井,福井県海浜自然センター,道の駅「三方五湖」  エリア,9
福井,福井県海浜自然センター,道の駅「若狭おばま」 エリア,5
福井,福井県海浜自然センター,道の駅「越前」 エリア,3
福井,福井県産業会館,福井駅前 エリア（宿泊施設）,3
福井,福井県立恐竜博物館,JAM福井勝山マウンテンリゾート エリア,3
福井,福井県立恐竜博物館,JR九頭竜湖駅 エリア,19
福井,福井県立恐竜博物館,JR敦賀駅前 エリア,13
福井,福井県立恐竜博物館,JR美浜駅 エリア,5
福井,福井県立恐竜博物館,JR芦原温泉駅 エリア,20
福井,福井県立恐竜博物館,あわら湯のまち エリア,345
福井,福井県立恐竜博物館,うみんぴあ大飯 エリア,7
福井,福井県立恐竜博物館,うるしの里 エリア,6
福井,福井県立恐竜博物館,えちぜん鉄道 松岡駅 エリア,27
